Song, Artist, Last Week, Peak Position, Weeks on Chart
"
The Best Of Aerosmith: 20th Century Masters...
","
Aerosmith
",165,67,22
"
Burlesque
","
Soundtrack
",117,18,42
"
Pieces Of Me
","
Ledisi
",126,8,14
"
Brothers
","
The Black Keys
",99,3,70
"
Concrete
","
Sunny Sweeney
",81,21,4
"
An Afternoon In The Garden
","
Elvis Presley
",136,85,22
"
Hold On 'til The Night
","
Greyson Chance
 ",-,29,5
"
If Not Now, When?
","
Incubus
",105,2,10
"
Awake
","
Skillet
",124,2,108
"
Ghost To A Ghost/Gutter Town
","
Hank Williams III
",49,49,2
"
Michael Grimm
","
Michael Grimm
",70,13,12
"
Seeds We Sow
","
Lindsey Buckingham
",45,45,2
"
Goblin
","
Tyler, The Creator
",80,5,12
"
Young Love
","
Mat Kearney
",107,4,7
"
Young The Giant
","
Young The Giant
",90,42,4
"
The Best Of Lionel Richie: 20th Century Masters The Millennium Collection
","
Lionel Richie
",127,127,12
"
Megalithic Symphony
","
AWOLNATION
",130,121,5
"
Puros Trankazos
","
Various Artists
",133,118,6
"
Ronnie Dunn
","
Ronnie Dunn
",118,5,15
"
Il Volo
","
Il Volo
",154,10,18
"
shaLLow bay: The Best Of Breaking Benjamin
","
Breaking Benjamin
",110,22,5
"
Thank Me Later
","
Drake
",143,1,64
"
The Best Of George Strait: 20th Century Masters The Millennium Collection
","
George Strait
",132,76,37
"
In Your Dreams
","
Stevie Nicks
",198,6,16
"
Stronger
","
Sara Evans
",120,6,28
"
Fearless
","
Taylor Swift
",145,1,149
"
Tha Carter III
","
Lil Wayne
",101,1,145
"
Barton Hollow
","
The Civil Wars
",152,12,33
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",137,67,87
"
Born Free
","
Kid Rock
",114,5,44
"
Revolution
","
Miranda Lambert
",140,8,103
"
Turtleneck & Chain
","
The Lonely Island
",-,3,18
"
Greatest Hits
","
Bob Seger & The Silver Bullet Band
",158,8,182
"
Cryptic Collection 4
","
Twiztid
",-,-,-
"
Blood Sweat + Tears
","
Ace Hood
",122,8,6
"
Never Trust A Happy Song
","
Grouplove
",-,-,-
"
Rio
","
Soundtrack
",115,70,9
"
Late Nights & Early Mornings
","
Marsha Ambrosius
",157,2,29
"
Curtain Call: The Hits
","
Eminem
",144,1,135
"
Minnesota
","
Mason Jennings
",-,-,-
"
We The Best Forever
","
DJ Khaled
",131,5,9
"
4X4=12
","
deadmau5
",161,47,38
"
Nightmare
","
Avenged Sevenfold
",177,1,60
"
Number One Hits
","
Tim McGraw
",163,27,42
"
Nothing But The Best
","
Frank Sinatra
",186,2,128
"
BTR (Soundtrack)
","
Big Time Rush
",128,3,49
"
Never Say Never: The Remixes (EP)
","
Justin Bieber
",138,1,31
"
Best Of The Temptations-The 60's: 20th Century Masters...
","
The Temptations
",147,132,8
"
War Is The Answer
","
Five Finger Death Punch
",176,7,92
"
Uncommon Me
","
Isaac Carree
",150,48,4
"
Between The Concrete & Cloud
","
Kevin Devine
",-,-,-
"
Super Hits
","
Willie Nelson
",153,125,15
"
Angel & Chanelle
","
Trin-i-tee 5:7
",-,20,5
"
The Best Of Etta James: 20th Century Masters The Millennium Collection
","
Etta James
",175,153,3
"
Helplessness Blues
","
Fleet Foxes
",189,4,19
"
American Idol Season 10 Highlights: Lauren Alaina (EP)
","
Lauren Alaina
",148,24,12
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",182,26,201
"
All 6's & 7's
","
Tech N9ne
",174,4,15
"
Greatest Hits, Vol. 1
","
Hank Williams Jr.
",192,101,15
"
Number Ones
","
Michael Jackson
",116,13,127
"
Extended Versions
","
Bad Company
",-,82,14
"
Glee: The 3D Concert Movie
","
Soundtrack
",92,16,6
"
Greatest Hits Volume 1
","
Rascal Flatts
",113,6,124
