Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Strut
","
Lenny Kravitz
",126,19,4
"
Greatest Hits
","
Fleetwood Mac
",121,14,56
"
 All-Time Greatest Hits
","
Neil Diamond
",190,15,15
"
These Things Happen
","
G-Eazy
",166,3,17
"
Heart And Soul
","
Elvis Presley
",155,110,22
"
 Plain Spoken
","
John Mellencamp
",99,18,4
"
Syro
","
Aphex Twin
",98,11,4
"
NOW That's What I Call Country: Volume 7
","
Various Artists
",143,10,20
"
Juke Box Heroes
","
Foreigner
",160,108,49
"
American Idiot
","
Green Day
",-,1,104
"
Xscape
","
Michael Jackson
",169,2,23
"
Save Rock And Roll
","
Fall Out Boy
",180,1,79
"
Our Love
","
Caribou
",46,46,2
"
 Burning Lights
","
Chris Tomlin
",-,1,36
"
Resurrection
","
New Found Glory
",25,25,2
"
Michael W. Smith & Friends: The Spirit Of Christmas
","
Michael W. Smith
",178,80,3
"
Lunatic
","
KONGOS
",163,39,27
"
Midnight Memories
","
One Direction
",82,1,47
"
Greatest Hits
","
Queen
",-,11,253
"
Super Hits
","
Willie Nelson
",186,98,108
"
Realidades
","
Los Tigres del Norte
",130,130,2
"
Here's To The Ones
","
Rhett Walker Band
",-,-,-
"
The Fault In Our Stars
","
Soundtrack
",198,5,22
"
Shatter Me
","
Lindsey Stirling
",174,2,25
"
Quiero Ser Tu Dueno
","
Luis Coronel
",105,33,3
"
Hold It In
","
The Melvins
",-,-,-
"
Lite Roast
","
Sammy Hagar With Vic Johnson
",-,-,-
"
Greatest Hits
","
Foo Fighters
",-,11,71
"
Overcomer
","
Mandisa
",-,29,25
"
The Dream
","
Sanctus Real
",-,-,-
"
Greatest Hits, Vol. 1
","
Hank Williams Jr.
",185,101,40
"
Songs About Jane
","
Maroon 5
",177,6,129
"
Riser
","
Dierks Bentley
",175,6,34
"
Smokey & Friends
","
Smokey Robinson
",132,12,9
"
The Essential Michael Jackson
","
Michael Jackson
",184,53,119
"
The Black Parade
","
My Chemical Romance
",-,2,59
"
YES!
","
 Jason Mraz
",-,2,12
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",134,22,208
"
Tailgates & Tanlines
","
Luke Bryan
",182,2,166
